,id,sku,name,type,alc,ibu,price,currency,price_estimate,rating_count,rating_value,rating_best,section,country,brewery,url,last_modified
0,f-527f4e5bd187e40109004a67,527f4e5bd187e40109004a67,Sa Bona Birra Maó,American Pale Ale,4.5 º,38 IBU,0,€,,,3.5,5,Cervezas,España,Sa Bona Birra,https://birrapedia.com/sa-bona-birra-mao/f-527f4e5bd187e40109004a67,2015-02-10
1,f-5835752f1603da572356bb57,5835752f1603da572356bb57,Montseny / Against The Grain / La Black Flag Licoranise,Imperial Stout,10.5 º,65 IBU,0,€,,1,3.9,5,Cervezas,España,Companyia Cervesera del Montseny,https://birrapedia.com/montseny--against-the-grain--la-black-flag-licoranise/f-5835752f1603da572356bb57,2018-12-20
2,f-54dde182f70fb5000497f540,54dde182f70fb5000497f540,La Mola Soulvespa,Pale Ale,5.5 º,,0,€,,,3.5,5,Cervezas,España,La Mola,https://birrapedia.com/la-mola-soulvespa/f-54dde182f70fb5000497f540,2015-02-13
3,f-581ca5c11603da1d65a2239a,581ca5c11603da1d65a2239a,Garage Beer Co Factory Reset,Sweet Stout,7 º,,0,€,,,3.5,5,Cervezas,España,Garage Beer Co,https://birrapedia.com/garage-beer-co-factory-reset/f-581ca5c11603da1d65a2239a,2017-01-13
4,f-5d1dd6941603da176f8b4911,5d1dd6941603da176f8b4911,Nuclear Pigs Stronzio,Imperial IPA,8.5 º,,0,€,,,3.5,5,Cervezas,España,Nuclear Pigs,https://birrapedia.com/nuclear-pigs-stronzio/f-5d1dd6941603da176f8b4911,2019-07-04
5,f-5d68d0841603da78498b45f0,5d68d0841603da78498b45f0,La Típica 3 Suave,Ale,2.7 º,,0,€,,,3.5,5,Cervezas,España,La Típica,https://birrapedia.com/la-tipica-3-suave/f-5d68d0841603da78498b45f0,2019-09-04
6,f-527f4e4fd187e401090011c2,527f4e4fd187e401090011c2,La Petra Rubia,American Pale Ale,4.5 º,,0,€,,1,3.5,5,Cervezas,España,Sesma Brewing,https://birrapedia.com/la-petra-rubia/f-527f4e4fd187e401090011c2,2013-03-20
7,f-527f4e4fd187e40109001231,527f4e4fd187e40109001231,La Burra By Secala,Pale Ale,4.5 º,,0,€,,2,3.05,5,Cervezas,España,Menade,https://birrapedia.com/la-burra-by-secala/f-527f4e4fd187e40109001231,2015-11-18
8,f-527f4e4fd187e401090012cd,527f4e4fd187e401090012cd,Guinea Pigs 95 Wood Aged Imperial IPA,Imperial IPA,7.5 º,95 IBU,0,€,,1,4,5,Cervezas,España,Yria-Guinea pigs!,https://birrapedia.com/guinea-pigs-95-wood-aged-imperial-ipa/f-527f4e4fd187e401090012cd,2013-04-09
9,f-527f4e50d187e40109001375,527f4e50d187e40109001375,Quimera (Yria-Guinea pigs! - El oso y el cuervo),White IPA,9.5 º,84 IBU,0,€,,5,4.28,5,Cervezas,España,Yria-Guinea pigs!,https://birrapedia.com/quimera-yria-guinea-pigs--el-oso-y-el-cuervo-/f-527f4e50d187e40109001375,2013-05-04
10,f-527f4e50d187e40109001384,527f4e50d187e40109001384,Múrtiga Cerveza Artesana,Pale Ale,,,0,€,,,3.5,5,Cervezas,España,Múrtiga,https://birrapedia.com/murtiga-cerveza-artesana/f-527f4e50d187e40109001384,2013-04-10
11,f-527f4e50d187e4010900138e,527f4e50d187e4010900138e,Wieninger Weihnachtsbier,Oktoberfest-Marzen,5.7 º,23 IBU,0,€,,4,2.95,5,Cervezas,Alemania,Private Brewery MC Wieninger,https://birrapedia.com/wieninger-weihnachtsbier/f-527f4e50d187e4010900138e,2012-12-12
12,f-527f4e50d187e40109001463,527f4e50d187e40109001463,Mondas y Lirondas,Belgian Dubbel,,,0,€,,,3.5,5,Cervezas,España,Aspaym Castilla y León,https://birrapedia.com/mondas-y-lirondas/f-527f4e50d187e40109001463,2013-04-09
13,f-527f4e50d187e4010900146d,527f4e50d187e4010900146d,Castellón 2. 0,English Pale Ale,,,0,€,,4,1.03,5,Cervezas,España,Unknown,https://birrapedia.com/castellon-2-0/f-527f4e50d187e4010900146d,2012-10-21
14,f-5757f5ae1603da3d51c0067e,5757f5ae1603da3d51c0067e,Spoh IPA,India Pale Ale,6 º,60 IBU,0,€,,,3.5,5,Cervezas,Chile,Spoh,https://birrapedia.com/spoh-ipa/f-5757f5ae1603da3d51c0067e,2016-06-08
15,f-5763c68d1603da970369db88,5763c68d1603da970369db88,Nuevo Origen / Crafter Caballo Loco,Black IPA,6 º,55 IBU,0,€,,,3.5,5,Cervezas,Argentina,Nuevo Origen Microcerveceria,https://birrapedia.com/nuevo-origen--crafter-caballo-loco/f-5763c68d1603da970369db88,2017-07-05
16,f-5b7c21c71603da8e3f8b50c9,5b7c21c71603da8e3f8b50c9,Almogàver Vicious IPA,American IPA,5.3 º,40 IBU,2.84,EUR,2.84,1131,3.68,5,Cervezas,España,Cerveses Almogàver,https://birrapedia.com/almogaver-vicious-ipa/f-5b7c21c71603da8e3f8b50c9,2018-08-22
17,f-5bfee9ed1603da33588b4580,5bfee9ed1603da33588b4580,7 Mares Coralito,Session IPA,4.1 º,40 IBU,56,MXN,,53,3.35,5,Cervezas,México,7 Mares,https://birrapedia.com/7-mares-coralito/f-5bfee9ed1603da33588b4580,2018-11-28
18,f-527f4e50d187e401090014ad,527f4e50d187e401090014ad,Bayura Rup,Black IPA,7 º,150 IBU,0,€,,2,3.35,5,Cervezas,España,Bayura,https://birrapedia.com/bayura-rup/f-527f4e50d187e401090014ad,2015-03-05
19,f-527f4e50d187e401090014e0,527f4e50d187e401090014e0,D’Orcau Llum Clara.,No Definido,,,0,€,,,3.5,5,Cervezas,España,Cerveses D`Orcau,https://birrapedia.com/d-orcau-llum-clara/f-527f4e50d187e401090014e0,2019-08-29
20,f-527f4e50d187e401090015ca,527f4e50d187e401090015ca,IKEA Öl Ljus Lager,Lager,4.7 º,,0,€,,1,1.5,5,Cervezas,Suecia,IKEA,https://birrapedia.com/ikea-ol-ljus-lager/f-527f4e50d187e401090015ca,2013-03-28
21,f-527f4e50d187e401090015ef,527f4e50d187e401090015ef,Mossa Blonde Ale,Blonde Ale,4.5 º,20 IBU,0,€,,,3.5,5,Cervezas,España,Mossa,https://birrapedia.com/mossa-blonde-ale/f-527f4e50d187e401090015ef,2016-02-11
22,f-527f4e50d187e4010900165e,527f4e50d187e4010900165e,En el Bosque,Red Ale,7 º,,0,€,,1,3,5,Cervezas,España,Omnipollo,https://birrapedia.com/en-el-bosque/f-527f4e50d187e4010900165e,2017-06-21
23,f-527f4e50d187e4010900166a,527f4e50d187e4010900166a,Sa Bona Birra American Red Ale,Red Ale,4.5 º,,0,€,,,3.5,5,Cervezas,España,Sa Bona Birra,https://birrapedia.com/sa-bona-birra-american-red-ale/f-527f4e50d187e4010900166a,2013-04-14
24,f-527f4e51d187e40109001769,527f4e51d187e40109001769,Ordum Speltia,Lager,5.1 º,,0,€,,1,2.7,5,Cervezas,España,Ca Beleño,https://birrapedia.com/ordum-speltia/f-527f4e51d187e40109001769,2016-07-21
25,f-527f4e51d187e40109001792,527f4e51d187e40109001792,Guineu La Setena,Pale Ale,4.5 º,,0,€,,1,3,5,Cervezas,España,Guineu - Ca l’Arenys,https://birrapedia.com/guineu-la-setena/f-527f4e51d187e40109001792,2013-03-19
26,f-527f4e51d187e4010900179d,527f4e51d187e4010900179d,La Puntaire d`Arenys,No Definido,5.9 º,,0,€,,1,3,5,Cervezas,España,Factoría Cervesera Artesana Arenys,https://birrapedia.com/la-puntaire-d-arenys/f-527f4e51d187e4010900179d,2013-05-09
27,f-527f4e51d187e401090017a7,527f4e51d187e401090017a7,Hoptopus from Outer Space IPA,India Pale Ale,6.2 º,,0,€,,,3.5,5,Cervezas,España,Naparbier,https://birrapedia.com/hoptopus-from-outer-space-ipa/f-527f4e51d187e401090017a7,2013-06-13
28,f-527f4e51d187e401090017c9,527f4e51d187e401090017c9,Oscuro Veneno Hard Rock Stout,Stout,,,0,€,,,3.5,5,Cervezas,España,Cervezas Vacceum,https://birrapedia.com/oscuro-veneno-hard-rock-stout/f-527f4e51d187e401090017c9,2013-03-25
29,f-527f4e51d187e401090017ea,527f4e51d187e401090017ea,Chela Brandon Dorada,Ale,,,0,€,,,3.5,5,Cervezas,Uruguay,Chela Brandon,https://birrapedia.com/chela-brandon-dorada/f-527f4e51d187e401090017ea,2013-01-22
30,f-527f4e51d187e40109001814,527f4e51d187e40109001814,Tous d`Anoia Roqueta,Weizen-Weissbier,6.3 º,,0,€,,2,3.4,5,Cervezas,España,Cervesera Artesana Tous d’Anoia,https://birrapedia.com/tous-d-anoia-roqueta/f-527f4e51d187e40109001814,2013-07-14
31,f-527f4e51d187e40109001894,527f4e51d187e40109001894,La Gamberra,Amber Ale,5.9 º,42 IBU,0,€,,1,3.8,5,Cervezas,España,Cerveses E.G.B.,https://birrapedia.com/la-gamberra/f-527f4e51d187e40109001894,2013-07-24
32,f-527f4e51d187e40109001973,527f4e51d187e40109001973,Vacceum Umbra,Dry Stout,4.6 º,,0,€,,3,3.17,5,Cervezas,España,Cervezas Vacceum,https://birrapedia.com/vacceum-umbra/f-527f4e51d187e40109001973,2017-11-10
33,f-527f4e51d187e4010900198f,527f4e51d187e4010900198f,Ignis & Flamma,India Pale Ale,7 º,62 (EBU) IBU,0,€,,2,3.45,5,Cervezas,Bélgica,De Struise Brouwers,https://birrapedia.com/ignis--flamma/f-527f4e51d187e4010900198f,2013-02-11
34,f-527f4e51d187e401090019cc,527f4e51d187e401090019cc,Samuel Adams Winter Lager,Christmas-Winter Specialty Spiced Beer,,,0,€,,4,2.98,5,Cervezas,Estados Unidos de América,The Boston Beer Company,https://birrapedia.com/samuel-adams-winter-lager/f-527f4e51d187e401090019cc,2012-12-12
35,f-527f4e51d187e40109001a02,527f4e51d187e40109001a02,Humala IPA,India Pale Ale,7.3 º,,0,€,,2,3.25,5,Cervezas,España,Nómada Brewing,https://birrapedia.com/humala-ipa/f-527f4e51d187e40109001a02,2013-04-11
36,f-527f4e51d187e40109001a42,527f4e51d187e40109001a42,Duvel Tripel Hop 2013,Belgian Tripel,9.5 º,,0,€,,2,4.2,5,Cervezas,Bélgica,Duvel Moortgat,https://birrapedia.com/duvel-tripel-hop-2013/f-527f4e51d187e40109001a42,2016-10-24
37,f-527f4e51d187e40109001aa8,527f4e51d187e40109001aa8,Alentorn Pale Ale,Pale Ale,5.8 º,,0,€,,1,0.5,5,Cervezas,España,LaForca.cat,https://birrapedia.com/alentorn-pale-ale/f-527f4e51d187e40109001aa8,2017-11-22
38,f-527f4e51d187e40109001adb,527f4e51d187e40109001adb,Molen Bier Cerveza Lager,Lager,4.5 º,,0,€,,3,3.03,5,Cervezas,España,Grupo IFA,https://birrapedia.com/molen-bier-cerveza-lager/f-527f4e51d187e40109001adb,2013-09-23
39,f-527f4e51d187e40109001ae7,527f4e51d187e40109001ae7,Sa Bona Birra Sa Forastera,Kölsch,4.7 º,25 IBU,0,€,,,3.5,5,Cervezas,España,Sa Bona Birra,https://birrapedia.com/sa-bona-birra-sa-forastera/f-527f4e51d187e40109001ae7,2015-02-10
40,f-527f4e51d187e40109001b10,527f4e51d187e40109001b10,Lola Vintage,"Spice, Herb o Vegetable Beer",5.5 º,,0,€,,1,3.3,5,Cervezas,España,Cervesa Lola,https://birrapedia.com/lola-vintage/f-527f4e51d187e40109001b10,2013-06-16
41,f-527f4e51d187e40109001bc1,527f4e51d187e40109001bc1,Cazurra,Blonde Ale,4.7 º,,0,€,,1,1.8,5,Cervezas,España,Cerveza Cazurra,https://birrapedia.com/cazurra/f-527f4e51d187e40109001bc1,2012-11-13
42,f-527f4e51d187e40109001bf8,527f4e51d187e40109001bf8,Guineu Riner Extra,American Pale Ale,5.5 º,75 IBU,0,€,,1,3.6,5,Cervezas,España,Guineu - Ca l’Arenys,https://birrapedia.com/guineu-riner-extra/f-527f4e51d187e40109001bf8,2013-03-19
43,f-527f4e51d187e40109001c1d,527f4e51d187e40109001c1d,Guinea Pigs Hopvana,India Pale Ale,6.7 º,80 IBU,0,€,,1,3.8,5,Cervezas,España,Yria-Guinea pigs!,https://birrapedia.com/guinea-pigs-hopvana/f-527f4e51d187e40109001c1d,2013-04-09
44,f-527f4e52d187e40109001c36,527f4e52d187e40109001c36,Carrefour Cerveza Holandesa Premium Quality,Lager,4.8 º,,0,€,,3,2.03,5,Cervezas,Paises Bajos,Carrefour,https://birrapedia.com/carrefour-cerveza-holandesa-premium-quality/f-527f4e52d187e40109001c36,2013-09-07
45,f-527f4e52d187e40109001cc3,527f4e52d187e40109001cc3,Montmirà Font Jordana,Red Ale,6.8 º,,0,€,,2,1.95,5,Cervezas,España,Cervesa Montmirà,https://birrapedia.com/montmira-font-jordana/f-527f4e52d187e40109001cc3,2012-10-21
46,f-527f4e52d187e40109001ccf,527f4e52d187e40109001ccf,Hendrix Milk Stout,Sweet Stout,,,0,€,,,3.5,5,Cervezas,España,Drunken Bros Brewery,https://birrapedia.com/hendrix-milk-stout/f-527f4e52d187e40109001ccf,2013-06-12
47,f-527f4e52d187e40109001e00,527f4e52d187e40109001e00,Desemparats 1714,Ale,4.8 º,,0,€,,,3.5,5,Cervezas,España,Cervesa Gram,https://birrapedia.com/desemparats-1714/f-527f4e52d187e40109001e00,2016-05-03
48,f-527f4e52d187e40109001e63,527f4e52d187e40109001e63,Meiga Esconxuro,Belgian Blonde Ale,4.5 º,,0,€,,,3.5,5,Cervezas,España,Cervexa Artesá Meiga,https://birrapedia.com/meiga-esconxuro/f-527f4e52d187e40109001e63,2013-05-06
49,f-527f4e52d187e40109001edb,527f4e52d187e40109001edb,Jarseg Lager,Lager,5.5 º,,0,€,,,3.5,5,Cervezas,España,Cervesa Jarseg,https://birrapedia.com/jarseg-lager/f-527f4e52d187e40109001edb,2013-05-21
50,f-527f4e52d187e40109001f09,527f4e52d187e40109001f09,Cervesa Artesana De Castanya,"Spice, Herb o Vegetable Beer",,,0,€,,1,0.5,5,Cervezas,España,Cerveses Ausesken,https://birrapedia.com/cervesa-artesana-de-castanya/f-527f4e52d187e40109001f09,2013-03-26
51,f-527f4e52d187e40109001f47,527f4e52d187e40109001f47,Catalan Brewery Kraft Kanibbal,Standard-Ordinary Bitter,4.9 º,30 IBU,0,€,,1,3.4,5,Cervezas,España,Catalan Brewery,https://birrapedia.com/catalan-brewery-kraft-kanibbal/f-527f4e52d187e40109001f47,2015-10-21
52,f-527f4e52d187e40109001f8f,527f4e52d187e40109001f8f,L`Alchimiste Imperial Stout,Imperial Stout,7.9 º,60 IBU,0,€,,1,1,5,Cervezas,Canada,Micro Brasserie L`Alchimiste,https://birrapedia.com/l-alchimiste-imperial-stout/f-527f4e52d187e40109001f8f,2013-02-26
53,f-527f4e52d187e40109001f9b,527f4e52d187e40109001f9b,República de Monegría Negra,Porter,5.5 º,,0,€,,,3.5,5,Cervezas,España,República de Monegría,https://birrapedia.com/republica-de-monegria-negra/f-527f4e52d187e40109001f9b,2016-09-30
54,f-527f4e52d187e40109001fa5,527f4e52d187e40109001fa5,Bayura Efimera Porter Old Style,Porter,4.5 º,35 IBU,0,€,,1,3.9,5,Cervezas,España,Bayura,https://birrapedia.com/bayura-efimera-porter-old-style/f-527f4e52d187e40109001fa5,2013-03-10
55,f-527f4e52d187e40109001fbb,527f4e52d187e40109001fbb,BBF Llúpol Special Bitter,Special-Best-Premium Bitter,3.2 º,65 IBU,0,€,,1,3.9,5,Cervezas,España,Naparbier,https://birrapedia.com/bbf-llupol-special-bitter/f-527f4e52d187e40109001fbb,2013-04-14
56,f-527f4e52d187e40109001fd2,527f4e52d187e40109001fd2,Cerbona,English Brown,5.5 º,25  IBU,0,€,,1,3.5,5,Cervezas,España,Cerberus,https://birrapedia.com/cerbona/f-527f4e52d187e40109001fd2,2013-06-09
57,f-527f4e52d187e40109001fde,527f4e52d187e40109001fde,Birralta Maduixet,Fruit Beer,3.5 º,15 IBU,0,€,,3,3.6,5,Cervezas,España,Birralta,https://birrapedia.com/birralta-maduixet/f-527f4e52d187e40109001fde,2015-03-27
58,f-527f4e52d187e4010900203d,527f4e52d187e4010900203d,Illa Premium,Premium American Lager,,,0,€,,2,1.5,5,Cervezas,España,Cervesa Illa,https://birrapedia.com/illa-premium/f-527f4e52d187e4010900203d,2013-01-13
59,f-527f4e52d187e40109002070,527f4e52d187e40109002070,La Calavera Anomia,No Definido,5 º,32 IBU,0,€,,4,3.63,5,Cervezas,España,La Calavera,https://birrapedia.com/la-calavera-anomia/f-527f4e52d187e40109002070,2013-05-20
60,f-527f4e52d187e4010900207d,527f4e52d187e4010900207d,D`Orcau Negra Màgica,No Definido,,,0,€,,,3.5,5,Cervezas,España,Cerveses D`Orcau,https://birrapedia.com/d-orcau-negra-magica/f-527f4e52d187e4010900207d,2012-10-21
61,f-527f4e52d187e40109002134,527f4e52d187e40109002134,Domus Zircus,No Definido,5.5 º,25 IBU,0,€,,1,2.8,5,Cervezas,España,Domus,https://birrapedia.com/domus-zircus/f-527f4e52d187e40109002134,2013-05-17
62,f-527f4e52d187e40109002149,527f4e52d187e40109002149,Holz Sex a Pils,No Definido,5.3 º,102 IBU,0,€,,1,4.2,5,Cervezas,España,Cervesa Holz,https://birrapedia.com/holz-sex-a-pils/f-527f4e52d187e40109002149,2013-05-14
63,f-550df777f70fb54b33e99b93,550df777f70fb54b33e99b93,Emelisse Saison,Saison,4.6 º,45 IBU,0,€,,1,3.3,5,Cervezas,Paises Bajos,Emelisse,https://birrapedia.com/emelisse-saison/f-550df777f70fb54b33e99b93,2015-03-23
64,f-553e0221f70fb5d73828275d,553e0221f70fb5d73828275d,Yakka Weizenbock,Weizenbock,7.5 º,,0,€,,1,4,5,Cervezas,España,Cervezas Yakka,https://birrapedia.com/yakka-weizenbock/f-553e0221f70fb5d73828275d,2015-04-27
65,f-556450a5f70fb598319a6d86,556450a5f70fb598319a6d86,Pratenca,Blonde Ale,4.9 º,40 IBU,0,€,,,3.5,5,Cervezas,España,La Pratenca,https://birrapedia.com/pratenca/f-556450a5f70fb598319a6d86,2015-05-26
66,f-5583f43ff70fb5806353c159,5583f43ff70fb5806353c159,Gross Blackbeard,Stout,8 º,25 IBU,0,€,,,3.5,5,Cervezas,España,GROSS,https://birrapedia.com/gross-blackbeard/f-5583f43ff70fb5806353c159,2015-06-19
67,f-56e6b4b3f70fb5e3565faccf,56e6b4b3f70fb5e3565faccf,La Selva Castaña,English IPA,6.6 º,,0,€,,,3.5,5,Cervezas,Costa Rica,La Selva,https://birrapedia.com/la-selva-castana/f-56e6b4b3f70fb5e3565faccf,2016-03-14
68,f-56e6b5c0f70fb5e3565facea,56e6b5c0f70fb5e3565facea,La Selva Oscura,Porter,6 º,,0,€,,,3.5,5,Cervezas,Costa Rica,La Selva,https://birrapedia.com/la-selva-oscura/f-56e6b5c0f70fb5e3565facea,2016-03-14
69,f-57627b8d1603da9a2369ce6d,57627b8d1603da9a2369ce6d,Spunk Beer Rustika,Weizen-Weissbier,5.3 º,34 IBU,0,€,,,3.5,5,Cervezas,España,Spunk Beer,https://birrapedia.com/spunk-beer-rustika/f-57627b8d1603da9a2369ce6d,2016-06-16
70,f-57fcb8551603dab51b59cc75,57fcb8551603dab51b59cc75,Guineu Estripats,Imperial IPA,9.2 º,207 IBU,0,€,,,3.5,5,Cervezas,España,Guineu - Ca l’Arenys,https://birrapedia.com/guineu-estripats/f-57fcb8551603dab51b59cc75,2016-10-11
71,f-59b95c321603da4f75525a2e,59b95c321603da4f75525a2e,Tomahawk American Stout,American Stout,5 º,,0,€,,,3.5,5,Cervezas,Colombia,Cerveceria Tomahawk,https://birrapedia.com/tomahawk-american-stout/f-59b95c321603da4f75525a2e,2017-09-13
72,f-5a5c903c1603da0a70a43d2f,5a5c903c1603da0a70a43d2f,Naparbier Capicúa I,American IPA,5.4 º,,0,€,,,3.5,5,Cervezas,España,Naparbier,https://birrapedia.com/naparbier-capicua-i/f-5a5c903c1603da0a70a43d2f,2018-01-15
73,f-5a5c910e1603da0a70a43d45,5a5c910e1603da0a70a43d45,Naparbier Capicúa II,American IPA,5.4 º,,0,€,,,3.5,5,Cervezas,España,Unknown,https://birrapedia.com/naparbier-capicua-ii/f-5a5c910e1603da0a70a43d45,2018-01-15
74,f-5ac344991603da6d2f8b4568,5ac344991603da6d2f8b4568,Montera Artesanal,Blonde Ale,5.5 º,,0,€,,,3.5,5,Cervezas,España,Montera,https://birrapedia.com/montera-artesanal/f-5ac344991603da6d2f8b4568,2018-04-03
75,f-5b69dfbb1603dae3138b4617,5b69dfbb1603dae3138b4617,Tizziri Rubita,Blonde Ale,7 º,42 IBU,0,€,,,3.5,5,Cervezas,España,Tierra de Perros,https://birrapedia.com/tizziri-rubita/f-5b69dfbb1603dae3138b4617,2018-08-07
76,f-5b71470c1603da9f6a8b4678,5b71470c1603da9f6a8b4678,Pedrazos Bornau,English Pale Ale,4.6 º,,0,€,,,3.5,5,Cervezas,España,Pedrazos Brewery,https://birrapedia.com/pedrazos-bornau/f-5b71470c1603da9f6a8b4678,2018-08-13
77,f-5b98c7501603da5c208b4592,5b98c7501603da5c208b4592,Chupacabra,Red Ale,,,0,€,,,3.5,5,Cervezas,Chile,Cruzana,https://birrapedia.com/chupacabra/f-5b98c7501603da5c208b4592,2018-09-12
78,f-5b9b76911603daa87d8b4816,5b9b76911603daa87d8b4816,Mil Demonios Black Bird,American Stout,6.5 º,60 IBU,0,€,,,3.5,5,Cervezas,Chile,Mil Demonios,https://birrapedia.com/mil-demonios-black-bird/f-5b9b76911603daa87d8b4816,2018-09-14
79,f-5c99e62c1603da8b0d8b45fd,5c99e62c1603da8b0d8b45fd,Alfama Irish Dry Stout,Dry Stout,4.5 º,35 IBU,0,€,,,3.5,5,Cervezas,España,Cerveses Alfama,https://birrapedia.com/alfama-irish-dry-stout/f-5c99e62c1603da8b0d8b45fd,2019-03-26
80,f-5cc31b3d1603da955a8b4568,5cc31b3d1603da955a8b4568,Gora Pai Na Pai,Gose,4.5 º,,0,€,,,3.5,5,Cervezas,España,Gora Craft Beer,https://birrapedia.com/gora-pai-na-pai/f-5cc31b3d1603da955a8b4568,2019-04-26
81,f-5d1dd3e11603da61718b4780,5d1dd3e11603da61718b4780,Nuclear Pigs Nezio,New England IPA,5.5 º,,0,€,,,3.5,5,Cervezas,España,Nuclear Pigs,https://birrapedia.com/nuclear-pigs-nezio/f-5d1dd3e11603da61718b4780,2019-07-04
82,f-527f4e52d187e40109001dca,527f4e52d187e40109001dca,Gargola Pixanúvies,Pale Ale,5.5 º,30 IBU,0,€,,25,3.29,5,Cervezas,España,Cerveses Gargola,https://birrapedia.com/gargola-pixanuvies/f-527f4e52d187e40109001dca,2015-03-13
83,f-529ae584d187e4cb77000002,529ae584d187e4cb77000002,Alebrije Dort-Honey,Especial,5.4 º,22 IBU,0,€,,4,3.5,5,Cervezas,México,Alebrije,https://birrapedia.com/alebrije-dort-honey/f-529ae584d187e4cb77000002,2018-11-15
84,f-527f4e50d187e4010900170c,527f4e50d187e4010900170c,Glops Munich,Vienna Lager,4.4 º,,0,€,,33,2.76,5,Cervezas,España,Glops,https://birrapedia.com/glops-munich/f-527f4e50d187e4010900170c,2012-11-05
85,f-5d67dab11603dac8028b4783,5d67dab11603dac8028b4783,In Peccatum Perennial,IPA Otros,2.8 º,,0,€,,,3.5,5,Cervezas,España,In Peccatum Craft Beer,https://birrapedia.com/in-peccatum-perennial/f-5d67dab11603dac8028b4783,2019-08-29
86,f-5564b472f70fb508729a6a14,5564b472f70fb508729a6a14,Cuza Trainshopping,American Pale Ale,5.3 º,,0,€,,,3.5,5,Cervezas,España,Cerevesia,https://birrapedia.com/cuza-trainshopping/f-5564b472f70fb508729a6a14,2015-05-26
87,f-527f4e52d187e40109001d9e,527f4e52d187e40109001d9e,Fano P2 Porter,Porter,7 º,,0,€,,4,4.23,5,Cervezas,Dinamarca,Fano Bryghus,https://birrapedia.com/fano-p2-porter/f-527f4e52d187e40109001d9e,2013-01-21
88,f-576d10311603daf617847c21,576d10311603daf617847c21,Hidromiel Indoctum,Mead - Hidromiel,15 º,,0,€,,,3.5,5,Cervezas,España,Indoctum,https://birrapedia.com/hidromiel-indoctum/f-576d10311603daf617847c21,2018-02-27
89,f-527f4e53d187e401090021af,527f4e53d187e401090021af,Casasola La Prima Vera,Witbier,5 º,,0,€,,2,3.4,5,Cervezas,España,Cervecera Casasola,https://birrapedia.com/casasola-la-prima-vera/f-527f4e53d187e401090021af,2015-05-28
90,f-527f4e53d187e401090021bb,527f4e53d187e401090021bb,Beer Lovers Bram,Amber Ale,5.5 º,25 IBU,0,€,,2,4.45,5,Cervezas,España,Beer Lovers Mallorca,https://birrapedia.com/beer-lovers-bram/f-527f4e53d187e401090021bb,2013-06-25
91,f-527f4e53d187e401090021dd,527f4e53d187e401090021dd,BBF Malta Imperial Stout,Imperial Stout,13 º,60 IBU,0,€,,3,3.5,5,Cervezas,España,Cerveza Fort,https://birrapedia.com/bbf-malta-imperial-stout/f-527f4e53d187e401090021dd,2013-04-14
92,f-527f4e53d187e4010900223b,527f4e53d187e4010900223b,Evil Twin El Raval Hipster Ale,American Pale Ale,5.5 º,,0,€,,,3.5,5,Cervezas,Dinamarca,Evil Twin Brewing,https://birrapedia.com/evil-twin-el-raval-hipster-ale/f-527f4e53d187e4010900223b,2018-09-04
93,f-527f4e53d187e40109002280,527f4e53d187e40109002280,Meiga Feiticeira,India Pale Ale,5.5 º,,0,€,,,3.5,5,Cervezas,España,Cervexa Artesá Meiga,https://birrapedia.com/meiga-feiticeira/f-527f4e53d187e40109002280,2013-05-06
94,f-527f4e53d187e4010900228a,527f4e53d187e4010900228a,Royal Porter a la taza,Porter,9.5 º,80 IBU,0,€,,1,4.5,5,Cervezas,España,Nómada Brewing,https://birrapedia.com/royal-porter-a-la-taza/f-527f4e53d187e4010900228a,2019-02-13
95,f-527f4e53d187e401090022d0,527f4e53d187e401090022d0,Guineu Jam Session,Black IPA,7.4 º,45 IBU,0,€,,1,2.9,5,Cervezas,España,Guineu - Ca l’Arenys,https://birrapedia.com/guineu-jam-session/f-527f4e53d187e401090022d0,2013-03-19
96,f-527f4e53d187e40109002313,527f4e53d187e40109002313,Lest Skadi,Sweet Stout,6.5 º,32 IBU,0,€,,,3.5,5,Cervezas,España,Cervezas Artesanales Lest,https://birrapedia.com/lest-skadi/f-527f4e53d187e40109002313,2013-04-01
97,f-527f4e53d187e4010900233e,527f4e53d187e4010900233e,Schneider Weisse Tap X Meine Sommer Weisse-2013,Weizen-Weissbier,5.4 º,,0,€,,2,3.6,5,Cervezas,Alemania,Schneider Weisse G. Schneider & Sohn,https://birrapedia.com/schneider-weisse-tap-x-meine-sommer-weisse-2013/f-527f4e53d187e4010900233e,2013-06-04
98,f-527f4e53d187e40109002356,527f4e53d187e40109002356,Far West Cream Ale,Cream Ale,5 º,15 IBU,0,€,,,3.5,5,Cervezas,España,Far West,https://birrapedia.com/far-west-cream-ale/f-527f4e53d187e40109002356,2012-11-14
99,f-527f4e53d187e401090023bc,527f4e53d187e401090023bc,Zibeles Triple IPA,India Pale Ale,11 º,107 IBU,0,€,,1,3,5,Cervezas,España,Cervezas La Cibeles,https://birrapedia.com/zibeles-triple-ipa/f-527f4e53d187e401090023bc,2013-04-06
100,f-527f4e53d187e401090023c7,527f4e53d187e401090023c7,La Mola Red Irish,Irish Red Ale,5 º,25 IBU,0,€,,2,4.9,5,Cervezas,España,La Mola,https://birrapedia.com/la-mola-red-irish/f-527f4e53d187e401090023c7,2013-05-15
101,f-527f4e53d187e401090023db,527f4e53d187e401090023db,Xàbiga Brown,American Brown Ale,,,0,€,,3,3.67,5,Cervezas,España,Xàbiga Cervesa Artesanal,https://birrapedia.com/xabiga-brown/f-527f4e53d187e401090023db,2013-05-22
